Date in details,Name and nationality of Economcists / Prophets / Sahaba,Book Title or links,Schools of Thoughts,Crisis / Events,Evolution of Money,Society ,Dates 
,,,,,118 B.C.: Leather Money,133 King of Pergamum bequeaths his state to Rome,
,,,,,,82 Dictatorship of Scylla in Rome,100 BC
,,,,,,63 Syria becomes Roman province,
,,,,,,44 Assassination of Caesar,
,,,,,,30 Death of Cleopatra; Egypt becomes Roman province,
,,,,,,"27 Augustus, first emperor",
4 BCE,"Prophet ‘Isa (Jesus), Palestine",Qur’an 3:49; 5:72–75; 61:6; also Gospel echo in Islamic exegesis,"Critique of usury (riba), healing as economic service (free healthcare model)",,,4 Birth of prophet Yahya before Isaa arround 6 months,
"1st c, CE","Prophet Yahya (John the Baptist), Palestine",Qur’an 19:12–15; 3:39,"Asceticism, critique of wealth without justice",,,1 CE,
,,,,,,30 CE,AD 1
,,,,,,54 Nero emperor,
,,,,,,81 Domitian emperor,
,,,,,,98 Trajan emperor,
,,,,,,,
,,,,,,117 Hadrian emperor,AD 100
,,,,,,,
,,,,,,,
,,,,,,284 Diocletian emperor,AD 200
,,,,,,312 End of antichristian persecutions in Rome; Constantine emperor,AD 300
,,,,,,,
,,,,,,400 Franks conquer Gaul,AD 400
,,,,,,433 Attila,
,,,,,,c. 476 ANTIQUITY ends with the fall of the Roman Empire and the Middle Ages begin,
,,,,,,482 Clovis,
,,,,,,520 The Plague spreads in Europe,AD 500
,,,,,,"527 Justinian, emperor of the East",
570 - 632,"Prophet Muhammad ﷺ, Arabia",Sahih al‑Bukhari / Sahih Muslim,"Fair trade, zakat, riba prohibition, market ethics, contract law",,,,
573-634,"Abu Bakr al‑Siddiq, Rashidun Caliphate",Historical chronicles of Rashidun governance,Organization of zakat and Bayt al‑Mal,,,,
576–656,"Uthman ibn Affan, Rashidun Caliphate",Early Islamic historical chronicles,Commercial expansion and trade administration,,,,
581–654,"Abd al‑Rahman ibn Awf, Arabia",Sira and Hadith literature,Ethical entrepreneurship and investment,,,,
584-644,"
Umar ibn al‑Khattab, Rashidun Caliphate",Kitab al‑Kharaj,"Welfare state, taxation, market supervision, pensions",,,,
600–661,"Ali ibn Abi Talib, Rashidun Caliphate",Nahj al‑Balagha,Fiscal justice and anti‑corruption principles,,,,AD 600
601–652,"Abu Dharr al‑Ghifari, Arabia",Hadith and historical literature,Critique of wealth concentration,,,697 Election of the first doge of Venice,
642–728,"Hasan al‑Basri, Umayyad Caliphate",Early Islamic ascetic literature,Ethics of wealth and labor,,,,
699–767,"Abu Hanifa, Abbasid Caliphate",Hanafi fiqh literature,Commercial law and partnerships,,,,
c. 721–815,"Jabir ibn Hayyan (Geber), Abbasid Caliphate",Kitab al‑Kimya,"Chemistry: distillation, crystallization, hydrochloric & nitric acids",,,732 Battle of Poitiers against the Arabs,AD 700
731–798,"Abu Yusuf, Abbasid Caliphate",Kitab al‑Kharaj,Taxation and fiscal policy,,,,
749–805,"Muhammad al‑Shaybani, Abbasid Caliphate",Kitab al‑Kasb,Trade law and contracts,,,,
757–818,"Yahya ibn Adam, Abbasid Caliphate",Kitab al‑Kharaj,Land taxation and public revenue,,,,
c. 780–850,"Muhammad ibn Musa al‑Khwarizmi, Abbasid Caliphate (Persia)",Kitab al‑Jabr wa‑l‑Muqabala,"Algebra, algorithms, astronomy, trigonometric tables",,,,
776–868,"Al‑Jahiz, Abbasid Caliphate",Kitab al‑Hayawan,"Labor specialization, productivity, food chains",,"A.D. 800 - 900: The Nose 806: Paper Currency
",,
9th c.,"Banu Musa brothers, Abbasid Caliphate (Baghdad)",Kitab al‑Hiyal,"Mechanical engineering, automatic controls, early robotics",,,"800 Charlemagne, emperor of Occident",AD 800
c. 801–873,"Al‑Kindi,  Abbasid Caliphate (Iraq)",De Radiis / Kitab al‑Manazir (partial),"Cryptanalysis, optics, pharmacology",,,843 Division of the empire of Charlemagne,
809–873,"Hunayn ibn Ishaq, Abbasid Caliphate (Iraq)",The Ten Treatises on the Eye,"Translation of Greek medicine, ophthalmology",,,,
810–887,"
Abbas ibn Firnas, Al‑Andalus (Spain)
",Fragments in historical chronicles,"Aviation (gliding), metronome, water clock, corrective lenses",,,,
872–950,"Al‑Farabi, Persia / Syria",Al‑Madina al‑Fadila,"Economic organization of society; music theory, epistemology",,,,
c. 873–948,"Qudama ibn Ja‘far, Abbasid Caliphate",Kitab al‑Kharaj wa Sina‘at al‑Kitabah,Public administration and finance,,,,
930–990,"Ali ibn Abbas al‑Majusi, Persia",Kitab Kamil al‑Sina‘a al‑Tibbiyya,"Capillary system, anatomy of uterus",,,c. 900 Viking invasions and feudalism,AD 900
936–1013,"Al‑Zahrawi (Albucasis), Al‑Andalus (Spain)",Kitab al‑Tasrif,"Surgery: surgical instruments, cauterization",,,"962 Otto I, emperor of Occident",
980–1037,"Ibn Sina (Avicenna), Persia",Kitab al‑Shifa / Al‑Qanun fi al‑Tibb,"Resource allocation, household management; Canon of Medicine",,,"987 Hugues Capet, King of France",
973–1048,"Al‑Biruni, Persia / Central Asia",Kitab al‑Qanun al‑Mas‘udi,"Earth rotation, geodesy, pharmacy, anthropology",,,,
965–1040,"Ibn al‑Haytham (Alhazen), Abbasid Caliphate (Iraq/Egypt)",Kitab al‑Manazir,"Scientific method, optics, camera obscura",,,,
972–1058,"Al‑Mawardi, Abbasid Caliphate",Al‑Ahkam al‑Sultaniyya,"Governance, taxation, administration",,,,
1029–1087,"
Al‑Zarqali (Arzachel), Al‑Andalus (Spain)",Tables of Toledo,"Equatorium, Toledan Tables, heliocentric model precursors",,,"1054 Schism with the East: final rupture between the Church of the East and Rome
",AD 1000
1048–1131,"Omar Khayyam, Persia",Risala fi al‑Jabr wa‑l‑Muqabala,"Geometric solution of cubic equations, Jalali calendar",,,1066 Battle of Hastings,
1058–1111,"Al‑Ghazali, Persia",Ihya Ulum al‑Din,"Utility, money, division of labor, market ethics",,,1096 First crusade,
1105–1185,"Ibn Tufayl, Al‑Andalus",Hayy ibn Yaqzan,Human cooperation and society (philosophical novel),,,1147 Second crusade,AD 1100
1126–1198,"Ibn Rushd (Averroes), Al‑Andalus",Bidayat al‑Mujtahid / Colliget,"Market justice, property; medicine, astronomy",,,1189 Third crusade,
1184–1253,"Al‑Tifashi, North Africa / Egypt",Azhar al‑Afkar fi Jawahir al‑Ahjar,"Mineralogy, gemology",,,c. 1184 Start of the Inquisition,
1201–1274,"Nasir al‑Din al‑Tusi, Persia",Akhlaq‑i Nasiri / Al‑Tadhkira,"Household economics; trigonometry (Tusi couple), astronomy",,,,AD 1200 
1213–1288,"Ibn al‑Nafis, Syria / Egypt",Sharh Tashrih al‑Qanun,Pulmonary circulation (blood flow from heart to lungs),,,,
1263–1328,"Ibn Taymiyyah, Syria",Majmu‘ al‑Fatawa,"Supply and demand, fair pricing",,,,
1267-1273,,"In his Summa Theologica, Thomas Aquinas (1224–1274) examines many economic issues, including the justification of private property, trade, and profit.",,,,1227 Death of Genghis Khan; Mongols carry on and reach the Middle East and Eastern Europe,
1292–1350,"Ibn al‑Qayyim, Syria",Al‑Turuq al‑Hukmiyyah,Monetary stability and anti‑monopoly ideas,,,,
1325-1382,"Oresme, Nicolas , Français","Economiste et intellectuel aux multiples centres d'intérêt, («je ne sais que je ne sais rien»), Traité dénonçant les manipulations monétaires , De moneta 1355",-,,,"c.1300 Ottoman Turks succeed Seljuk Turks shattered by Mongols
",AD 1300
1332–1406,"Ibn Khaldun, Maghreb",Muqaddimah,"Taxation, labor value, growth cycles, Asabiyya (social cohesion)",,,,
1364–1442,"Al‑Maqrizi, Egypt",Ighathat al‑Ummah,Inflation and monetary crises,,,"1337 Hundred Years’ War between France and England
",
,,,,,,c.1350 Black Death in Europe,
,,,,,,1429 Joan of Arc in Orléans,AD 1400
1450,,," Mercantilism is an economic school of thought that developed during the 16th, 17th, and 18th centuries. Here are some key points of mercantilism:

Favorable trade balance: Mercantilists believed it was essential for a country to maintain a positive balance of trade, meaning it exports more than it imports. They thought this increased a country’s reserves of gold and silver, thereby strengthening its economic power.

Protectionism: Mercantilists advocated the use of tariffs and trade barriers to protect domestic industries and promote exports. They aimed to limit imports and encourage local production.

Accumulation of wealth: Mercantilists considered national wealth a measure of economic and political power. They encouraged the accumulation of precious metals, especially gold and silver, through trade and colonial exploitation.

Government intervention: Mercantilists supported strong state intervention in the economy. They advocated the regulation of commercial activity, the promotion of industrialization, and the creation of trade monopolies.

Colonization and expansion: Mercantilists viewed colonization as a way to obtain raw materials and open new markets for national products. They encouraged territorial expansion to strengthen a country’s economic position.

These points represent the main aspects of mercantilist thought. However, it should be noted that mercantilist ideas evolved over time and can vary depending on authors and historical contexts.",,,c. 1450 Beginning of the Renaissance with the rediscovery of the writings of ancient Greece in Italy before the rest of Europe,
,,,,,,1453 Hundred Years’ War ends,
,,,,,,1453 Constantinople falls to the Turks,
,,,,,,1492 Columbus reaches America,
1495,,"Publication in Venice of the treatise on accounting in which the mathematician Fra Luca dal Borgo (Luca Pacioli, 1445–1517) presents the principle of double-entry bookkeeping.",,,,1498 Vasco da Gama reaches India,
1501-1600,,"The philosophers and theologians of the School of Salamanca laid the foundations of modern economic theory by developing the subjective theory of value, the idea that the just price is the one resulting from the functioning of the free market, the legitimacy of profit, and the basics of the quantity theory of money, among other ideas.",,,1500: Potlach,1500 Birth of Carlos Quinto,AD 1500
,,,,,,1519 Cortes conquers Mexico,
,,,,,,1521 Excommunication of Luther,
,,,,,,1532 Pizarro conquers Peru,
,"Taqi al‑Din al‑Rasid	1526–1585	Ottoman Empire (Istanbul)	Spring‑driven clock, observational instruments	Al‑Turub al‑Samiyya",,,,1535: Wampum,1534 Cartier explores the St. Laurent,
,,,,,,"1558 Elizabeth I, Queen of England and Ireland",
,"Montchrestien, Antoine de ,Français, 1575-1621","Mercantilist, founder of political economy.",,,,1562-1598 France: Wars of Religion,
,,,,,,1588 Invincible Armada is defeated,
,,,,,,,
,,,,,,"1607 First successful British settlement in Jamestown, Virginia
",AD 1600
1615,"Antoine de Montchrestien published his Treatise on Political Economy, marking the beginning of mercantilism.",,,,,"1618-1648 Thirty Year’s War in Germany
",
,,,,"1637: February. “Tulip mania,” a speculative frenzy in the Netherlands and across Europe centered on the “Semper Augustus” tulip, leads to the collapse of the tulip market, which loses 95% of its value, and causes the ruin of hundreds of families. “Tulip mania” is considered the first major international financial crisis of modern times.",,"1620 The Mayflower reaches North America
",
1661,"Colbert, Jean-Baptiste ,1619-1683, Francais ",Founder of the economic and political doctrine known as “Colbertism.”,,,,1642 Civil war in England,
,,,,,,"1660 Restoration of Charles II in England 1683 The Battle of Vienna ends the expansion of the Ottoman Empire
",
1695,"Boisguilbert, Pierre Le Pesant de , Francais  ,  1646-1714","Precursor of political economy, initiator of the three-class economic circuit, the multiplier effect, and macroeconomic dynamics.",,,,1685 French Protestants’ exodus,
1703–1762,"Shah Waliullah Dehlawi, Mughal India, Wealth distribution and labor specialization	Hujjat Allah al‑Baligha",,,,,,AD 1700
1705,"Mandeville, Bernard , Néerlando-britannique ,1670-1733","The Fable of the Bees, division of labor.",,,,1715 Death of Louis XIV of France,
1713,"Bernoulli, Daniel 1700-1782, Suisse","Première théorie du risque, paradoxe de Saint-Pétersbourg",,,,,
1730,"Cantillon, Richard , Britannique,1680-1734","First economic circuit, inspiration for the Physiocrats, Adam Smith, and the Austrian School.",,"In 1720, within a few months of each other, two financial crises occurred in France and England involving shares of companies exploiting the resources of the New World: the South Sea Company and John Law’s Mississippi Company. These crises are known in England as the South Sea Bubble and the Mississippi Bubble. The British Financial Revolution was affected. In France, it is known as the collapse of Law’s System and was the result of France’s massive level of debt in 1715.",,,
1738,"Dutot, Nicolas , Français , 1684-1741",Father of the quantitative study of economic phenomena. Réflexions politiques sur les finances,,,,,
1740,"Hume, David, 1711-1776, écossais","Anti-mercantiliste, pionnier de la théorie quantitative de la monnaie et du rôle du commerce extérieur dans la croissance   Traité de la nature humaine",,,,,
1750,,,,,,"1740 Frederic II, King of Prussia",
1751,"Galiani, Ferdinando
1728–1787
Italy","Theory of value (Della Moneta)
1751",,,,,
1755,"Publication of Essay on the Nature of Trade in General by Richard Cantillon, the first systematic treatise on economics.",,,,,,
1756,,,,,,1756 Europe: Seven Years’ War,
1758,"The Physiocrat François Quesnay publishes the Tableau Économique, the first representation of an economic circuit.","Cofondateur de la physiocratie, Tableau économique","Physiocrates: Natural order: The Physiocrats believed in the existence of a natural order in the economy, which they saw as governed by natural laws similar to those governing the physical world. They thought the economy should be left to function naturally, without excessive state intervention.
Value of land: According to the Physiocrats, land was the only true source of real wealth. They considered agriculture the only productive activity capable of generating wealth and contributing to the economy. Therefore, they placed great importance on agriculture and regarded farmers as the true creators of wealth.
Net product: The Physiocrats introduced the concept of the “net product” (produit net) to measure the wealth created by agriculture. They defined it as the difference between the total value of agricultural output and production costs. They believed this net product should be used to finance economic development.
Free circulation of goods: The Physiocrats supported freedom of trade and advocated the removal of restrictions and barriers to commerce. They believed international trade was beneficial and encouraged nations to specialize according to their comparative advantages.
Laissez-faire and minimal government intervention: The Physiocrats favored a laissez-faire approach to economics. They advocated a minimal role for the state in the economy and opposed excessive regulations and government controls.

These points summarize the main aspects of Physiocratic thought. Their focus on agriculture, their land-based theory of wealth, and their promotion of free trade strongly influenced the later development of economic thought.",,,,
,,,,,,,
,,,,,,,
1770,"Anne Robert Jacques Turgot(1727–1781) publishes Reflections on the Formation and Distribution of Wealth, which marks the transition between Physiocracy and classical liberalism.   Turgot, Anne Robert Jacques","One of the early classical economists, theory of value, theory of interest, Reflections on the Formation and Distribution of Wealth.",,"Economic crisis of 1772–1773: This crisis affected Europe and was triggered by various factors, including a series of poor harvests, financial difficulties, and broader economic problems.

American economic crisis of 1772–1773: This crisis affected the American colonies before the United States War of Independence. It resulted from trade problems, excessive debt, and economic repercussions due to growing tensions with Great Britain.",,,
1776,"Condillac
1715–1780
Utility-based value theory
",March :Le Commerce et le gouvernement (1776),,,,1776 Declaration of independence of the USA,
,March 9: publication of An Inquiry into the Nature and Causes of the Wealth of Nations by Adam Smith (1723–17 July 1790).,,"Classical: Labor theory of value: The classical economists, notably Adam Smith and David Ricardo, emphasized the labor theory of value. They argued that the value of a good or service is determined by the amount of labor required to produce it.
Benefits of specialization and free trade: The classical economists advocated specialization and free trade. They believed that countries should specialize in producing goods in which they have a comparative advantage, and that free trade promotes an efficient allocation of resources and stimulates economic growth.
Law of diminishing returns: The classical economists formulated the law of diminishing returns, which states that if one input is increased while others remain constant, marginal output will eventually decrease. This implies that marginal returns decline as the use of a specific resource increases.
Invisible hand and market self-regulation: Adam Smith introduced the concept of the “invisible hand,” which suggests that individual actions driven by self-interest lead to beneficial outcomes for society as a whole. Classical economists believed in market self-regulation and thought that market forces could lead to an efficient allocation of resources.
Labor theory of value and distribution theory: Classical economists also developed theories about income distribution. They argued that income is distributed according to the contribution of labor and capital to production. According to them, wages are determined by supply and demand for labor, while profits are generated through entrepreneurial activity and capital investment.

These points summarize some of the main elements of classical economic thought. Their ideas on labor value, specialization, free trade, and market regulation have had a lasting influence on the development of economic thinking and laid the foundations for many later economic theories.",,,1781 End of American Revolutionary War,
1785,"Condorcet, N. de
1743–1794
France","Paradox of voting / political arithmetic
1785",,,,,
1788,,,,"Bond loans, April 1788 crisis: In France, the value of the Caisse d’escompte gradually collapsed in the spring of 1788 and then suddenly during the summer. In the meantime, this brought the royal treasury to the brink of bankruptcy and led to the convening of the Estates-General.",,1787 US Constitution,
,,,,,,1789 French revolution,
1792,,,,"Monetary base: The Panic of 1792 (March and April) in the United States followed the creation in 1791 of the First Bank of the United States, the first American central bank. It was caused by the launch of a massive policy of low-interest loans, leading to a speculative borrowing boom, followed by a sudden rise in interest rates. This made borrowers unable to meet their obligations, resulting in a chain of bankruptcies.",,,
1797,,,,"Monetary crisis in February – banking panic in England: A banking panic broke out in England. Fearing rumors of invasion, depositors rushed to withdraw their money from banks across the country. Some banks collapsed, and even the Bank of England was forced to suspend cash payments, which further worsened the panic.",,,
1798,"Thomas Malthus
1766–1834
Population theory
",Essay on the Principle of Population (1798),,,,,
1803,"Publication of the Treatise on Political Economy by Jean-Baptiste Say (1767–1832).

","Say, Treatise on Political Economy.",,,,1803 Louisiana Purchase by the United States,AD 1800
1808,"Fourier
1772–1837
France","Théorie des quatre mouvements
1808",,,,,
1810,,,,"In 1810 (banking crisis), while Great Britain was under Napoleon’s blockade, the credit system collapsed, causing numerous bankruptcies. One year earlier, the United States had imposed an embargo on goods and transactions coming from London and Paris, but the causes went beyond the blockade itself.

On the one hand, the pound sterling—decoupled from gold in order to avoid raising taxes despite the war situation—was weakened by excessive credit expansion and inflation. On the other hand, England faced difficulties in collecting payments from its sales in South America. Finally, the licensing system and smuggling had led to a reduction in bank reserves.

The resulting economic downturn notably gave rise to Luddism, a movement of machine-breaking protests by workers affected by industrial changes.",,1803-1815 Napoleonic Wars,
1816,,,,,"1816: The Gold Standard",,
1817,"Publication of On the Principles of Political Economy and Taxation by David Ricardo (1772–1823), in which he introduced the principle of comparative advantage.",,,,,,
,"Saint-Simon
1760–1825
France","Early socialist writings
1817",,,,,
1819,"Jean de Sismondi
1773–1842
Crisis and underconsumption theory
",Nouveaux principes d’économie politique (1819),,"First major financial crisis in the United States due to land speculation: The severe agricultural and industrial recession that followed lasted for several years.

The Panic of 1819 was the first large-scale financial crisis in the United States, if the banking crisis of 1797–1800 is excluded. It marked the end of the expansion that followed the War of 1812, whose financing had drained bank reserves and led to a suspension of cash payments in 1814.

This resulted in an inflation of private money issuance, which was invested in speculative land purchases. The Second Bank of the United States then adopted a restrictive monetary policy, triggering a wave of bankruptcies and a deep agricultural and industrial recession.",,,
1825,,,,"The United Kingdom experienced the first major stock market crisis in history. The London Stock Exchange collapsed after the bursting of a speculative bubble in Latin American investments.

In 1825, following intense speculation in Latin American ventures (banks, insurance companies, ship financing, canal construction, etc.), the value of these assets crashed on the London Stock Exchange. Many banks went bankrupt, and in 1826 alone, around 3,300 businesses failed.

This crisis, which mainly affected Great Britain, is considered one of the first major stock market crashes in history.",,,
1836,,,,"In 1836–1837 (Panic of 1837), England experienced another stock market crash following a decision by U.S. President Andrew Jackson to require that the sale of public land be paid for in hard currency (specie, i.e., gold and silver).

This policy abruptly ended land speculation in the United States. Because American banks had taken loans in London, the financial shock spread to the United Kingdom and even affected Germany.

Shortly afterward, on May 10, 1837, the speculative bubble burst in the United States when American banks suspended cash payments, triggering a major financial crisis known as the Panic of 1837.",,,
1838–1897,"Jamal al‑Din al‑Afghani, Persia/Afghanistan,",Economic modernization and anti‑colonial development	Political essays and reform writings,,,,,
1838,"
Antoine Augustin Cournot        1801–1877        Mathematical economics, duopoly model       ",Les Recherches sur les principes mathématiques de la théorie des richesses (1838),,,,,
1841,"Friedrich List publishes Das nationale System der politischen Ökonomie (The National System of Political Economy), in which he advocates protectionism for emerging (“infant”) industries. Germany","National System of Political Economy
1841",,,,,
1844,"Dupuit
1804–1866
France","Consumer surplus theory
1844",,,,,
1845,"Bastiat
1801–1850
France","Economic Sophisms
1845",,,,,
1847,,,,"Speculation in railway stocks (the “Railway Mania”) caused a crash on the London and Paris stock exchanges.

In both England and France, enthusiasm for shares in railway companies, combined with an underestimation of construction and investment costs, pushed stock prices to unsustainable levels. The collapse of stock prices in 1847, following new capital calls that shattered investor confidence, revealed a deeper credit crisis. This triggered a banking panic, the failure of many banks, and the suspension of activity in several companies.

Shortly afterward, the political revolution in France led to a stock market panic that caused another wave of bankruptcies.",,,
1848,"Publication of Principles of Political Economy by John Stuart Mill (1806–1873), in which he presents utilitarianism and develops key ideas in political economy.",,,,,1848 Mexican-American War and the US extends west to California,
1849-1905,"Muhammad Abduh, Egypt",Islamic reform and finance modernization	Risalat al‑Tawhid,,,,,
1857,Publication of Das Kapital (Capital) by Karl Marx (1818–1883).Germany,"Das Kapital Vol. 1
1867","Marxist: Historical materialism: Marxism is based on historical materialism, an approach according to which economic forces and relations of production determine social structures and political institutions. Karl Marx argued that human history is characterized by class struggle, and that the evolution of modes of production is the foundation of these conflicts.
Class struggle: According to Marx, society is divided into social classes with conflicting interests. He identified the bourgeoisie, the capitalist class owning the means of production, and the proletariat, the working class that sells its labor power. Marx predicted that the proletariat would rise against the bourgeoisie in a revolution to establish a classless society.
Labor theory of value and exploitation: Marx used the labor theory of value to explain capitalist exploitation. He argued that the value of goods is determined by the amount of socially necessary labor required to produce them. According to Marx, capitalists exploit workers by paying them less than the value of their labor, generating a surplus value known as surplus value.
Abolition of private ownership of the means of production: Marxism advocates the abolition of private ownership of the means of production. Marx called for the socialization of these means, meaning they would be collectively owned and democratically managed by the working class. This would eliminate exploitation and create a socialist or communist society.
Critique of capitalism: Marxism offers a deep critique of capitalism, highlighting its contradictions and alienating effects on workers. Marx viewed capitalism as an inherently unjust and unstable system, where economic inequality and profit-seeking lead to economic crises and social tensions.

These points summarize key elements of Marxist thought. Marxism had a major influence on the development of socialism and inspired many political and social movements around the world.","In August 1857, the Ohio Life and Insurance Company, facing strong credit demand, suspended its payments. It was quickly followed by banks in New York, Maryland, and Pennsylvania, and then by other major banks in Baltimore, Philadelphia, and Boston.

The discount rate rose sharply, and in September railway stocks experienced a steep decline on the New York Stock Exchange. The American crisis then spread immediately to England in the form of an exchange-rate crisis, which quickly developed into a domestic credit crisis.

Although less severe, it also reached France, where the Paris Stock Exchange saw a significant downturn. This was followed by an economic recession across all countries linked through monetary, financial, and economic ties.",,1861-1865 US Civil War,
1866,,,,"May 11. ‘Black Friday’ at the London Stock Exchange, which suffers a major crash after the bankruptcy of a financial institution. The crisis causes a banking panic",,1864 First International of labor unions,
1870,,,,,,,
